DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,LTI,DART,DESCRIPTION,Number_OF_Incidents,HOURS_YOY,LTI_YOY,DART_YOY,OSHA_YOY,LTI_Rate,DART_Rate,OSHA_Rate
Community Services,3/29/2014,NULL,NULL,NULL,0,327787.5,NULL,NULL,NULL,NULL,NULL,NULL
Coroner                       ,3/29/2014,NULL,NULL,NULL,0,39047.25,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/29/2014,NULL,NULL,NULL,0,992368.15,NULL,NULL,NULL,NULL,NULL,NULL
County Attorney               ,3/29/2014,NULL,NULL,NULL,0,180391.68,NULL,NULL,NULL,NULL,NULL,NULL
Dept of Information Technology,3/29/2014,NULL,NULL,NULL,0,102972.3,NULL,NULL,NULL,NULL,NULL,NULL
Develop Louisville,3/29/2014,NULL,NULL,NULL,0,293095.9034,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation ,3/29/2014,NULL,NULL,NULL,0,111862.2,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation-APCD,3/29/2014,NULL,NULL,NULL,0,147466.63,NULL,NULL,NULL,NULL,NULL,NULL
Emergency Mgt Agency/MetroSafe,3/29/2014,NULL,NULL,NULL,0,419912.01,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,3/29/2014,YES,YES,Strain (muscle/tendon),1,1197173.2,NULL,NULL,NULL,NULL,NULL,NULL
Fleet & Facilities,3/29/2014,NO,YES,Strain (muscle/tendon),1,416542.51,NULL,NULL,NULL,NULL,NULL,NULL
Human Relations Commission    ,3/29/2014,NULL,NULL,NULL,0,39620.1,NULL,NULL,NULL,NULL,NULL,NULL
Human Resources,3/29/2014,NULL,NULL,NULL,0,84898,NULL,NULL,NULL,NULL,NULL,NULL
Internal Auditor              ,3/29/2014,NULL,NULL,NULL,0,9213.1,NULL,NULL,NULL,NULL,NULL,NULL
Kentuckiana Works Foundation,3/29/2014,NULL,NULL,NULL,0,29555.3,NULL,NULL,NULL,NULL,NULL,NULL
Library,3/29/2014,NULL,NULL,NULL,0,455956.36,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro Council      ,3/29/2014,NULL,NULL,NULL,0,167700.85,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,3/29/2014,YES,YES,Bloodborne Pathogen Exposure,1,575141.97,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,3/29/2014,NO,NO,Bloodborne Pathogen Exposure,1,575141.97,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,3/29/2014,YES,YES,Strain (muscle/tendon),2,575141.97,NULL,NULL,NULL,NULL,NULL,NULL
Mayor's Office                ,3/29/2014,NULL,NULL,NULL,0,49285.6,NULL,NULL,NULL,NULL,NULL,NULL
Metro Animal Services         ,3/29/2014,NULL,NULL,NULL,0,87476.08,NULL,NULL,NULL,NULL,NULL,NULL
Metro Criminal Justice Comm   ,3/29/2014,NULL,NULL,NULL,0,6147.9,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,3/29/2014,NO,YES,Contusion/Bruise,1,609041.1,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/29/2014,NO,NO,Bloodborne Pathogen Exposure,2,2901893.47,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/29/2014,NO,NO,Human Bite,1,2901893.47,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/29/2014,YES,YES,Multiple injuries,2,2901893.47,NULL,NULL,NULL,NULL,NULL,NULL
Office of Performance Improvmt,3/29/2014,NULL,NULL,NULL,0,19110.9,NULL,NULL,NULL,NULL,NULL,NULL
OMB ,3/29/2014,NULL,NULL,NULL,0,390623.6367,NULL,NULL,NULL,NULL,NULL,NULL
Other Officials               ,3/29/2014,NULL,NULL,NULL,0,19500,NULL,NULL,NULL,NULL,NULL,NULL
Parking Authority of River Cty,3/29/2014,NULL,NULL,NULL,0,55544.45,NULL,NULL,NULL,NULL,NULL,NULL
Public Health & Wellness,3/29/2014,NULL,NULL,NULL,0,428140.11,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/29/2014,YES,YES,Contusion/Bruise,1,847133.4267,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/29/2014,YES,YES,Cut or Laceration,1,847133.4267,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/29/2014,YES,YES,Sprain  (ligament),1,847133.4267,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/29/2014,YES,YES,Strain (muscle/tendon),1,847133.4267,NULL,NULL,NULL,NULL,NULL,NULL
Waterfront Development Corp,3/29/2014,NULL,NULL,NULL,0,32195.5,NULL,NULL,NULL,NULL,NULL,NULL
Youth Detention Services      ,3/29/2014,YES,YES,Contusion/Bruise,1,263259.69,NULL,NULL,NULL,NULL,NULL,NULL
Zoo,3/29/2014,NO,NO,"Concussion-Brain, cerebral",1,336678.46,NULL,NULL,NULL,NULL,NULL,NULL
Belle of Louisville           ,3/15/2014,NULL,NULL,NULL,0,71618.84,NULL,NULL,NULL,NULL,NULL,NULL
Codes & Regulations,3/15/2014,YES,YES,Fracture,1,230332.8,NULL,NULL,NULL,NULL,NULL,NULL
Codes & Regulations,3/15/2014,NO,NO,Strain (muscle/tendon),1,230332.8,NULL,NULL,NULL,NULL,NULL,NULL
Commonwealth Attorney         ,3/15/2014,NULL,NULL,NULL,0,35385,NULL,NULL,NULL,NULL,NULL,NULL
Community Services,3/15/2014,NULL,NULL,NULL,0,331331.8,NULL,NULL,NULL,NULL,NULL,NULL
Coroner                       ,3/15/2014,NULL,NULL,NULL,0,39028,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/15/2014,NO,NO,Bloodborne Pathogen Exposure,1,991243.25,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/15/2014,YES,YES,Contusion/Bruise,1,991243.25,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/15/2014,NO,NO,Dislocation,1,991243.25,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/15/2014,NO,NO,Exposure to Substance,1,991243.25,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/15/2014,NO,NO,Respiratory Irritation,1,991243.25,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/15/2014,NO,YES,Sprain  (ligament),1,991243.25,NULL,NULL,NULL,NULL,NULL,NULL
County Attorney               ,3/15/2014,NULL,NULL,NULL,0,180150.08,NULL,NULL,NULL,NULL,NULL,NULL
Dept of Information Technology,3/15/2014,NULL,NULL,NULL,0,103327,NULL,NULL,NULL,NULL,NULL,NULL
Develop Louisville,3/15/2014,NULL,NULL,NULL,0,292227.7034,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation ,3/15/2014,NULL,NULL,NULL,0,112084.6,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation-APCD,3/15/2014,NULL,NULL,NULL,0,149164.23,NULL,NULL,NULL,NULL,NULL,NULL
Emergency Mgt Agency/MetroSafe,3/15/2014,NULL,NULL,NULL,0,418665.25,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,3/15/2014,YES,YES,Contusion/Bruise,1,1193699.5,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,3/15/2014,YES,YES,Other,1,1193699.5,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,3/15/2014,YES,YES,Strain (muscle/tendon),2,1193699.5,NULL,NULL,NULL,NULL,NULL,NULL
Fleet & Facilities,3/15/2014,NULL,NULL,NULL,0,416732.88,NULL,NULL,NULL,NULL,NULL,NULL
Human Relations Commission    ,3/15/2014,NULL,NULL,NULL,0,39583.5,NULL,NULL,NULL,NULL,NULL,NULL
Human Resources,3/15/2014,NULL,NULL,NULL,0,84599.5,NULL,NULL,NULL,NULL,NULL,NULL
Internal Auditor              ,3/15/2014,NULL,NULL,NULL,0,9342.9,NULL,NULL,NULL,NULL,NULL,NULL
Kentuckiana Works Foundation,3/15/2014,NULL,NULL,NULL,0,29382.6,NULL,NULL,NULL,NULL,NULL,NULL
Library,3/15/2014,NULL,NULL,NULL,0,458284.11,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro Council      ,3/15/2014,NULL,NULL,NULL,0,167638.8,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,3/15/2014,NO,NO,Bloodborne Pathogen Exposure,1,573371.52,NULL,NULL,NULL,NULL,NULL,NULL
Mayor's Office                ,3/15/2014,NULL,NULL,NULL,0,49034.8,NULL,NULL,NULL,NULL,NULL,NULL
Metro Animal Services         ,3/15/2014,NULL,NULL,NULL,0,87017.61,NULL,NULL,NULL,NULL,NULL,NULL
Metro Criminal Justice Comm   ,3/15/2014,NULL,NULL,NULL,0,6093.8,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,3/15/2014,YES,YES,"Concussion-Brain, cerebral",1,608534.8,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,3/15/2014,YES,YES,Contusion/Bruise,1,608534.8,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,3/15/2014,NO,YES,Inflamation,1,608534.8,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/15/2014,NO,NO,Bloodborne Pathogen Exposure,1,2903020.07,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/15/2014,YES,YES,Contusion/Bruise,1,2903020.07,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/15/2014,YES,YES,Cut or Laceration,1,2903020.07,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/15/2014,YES,YES,Fracture,2,2903020.07,NULL,NULL,NULL,NULL,NULL,NULL
Office of Performance Improvmt,3/15/2014,NULL,NULL,NULL,0,19615.4,NULL,NULL,NULL,NULL,NULL,NULL
OMB ,3/15/2014,NULL,NULL,NULL,0,390478.0367,NULL,NULL,NULL,NULL,NULL,NULL
Other Officials               ,3/15/2014,NULL,NULL,NULL,0,19500,NULL,NULL,NULL,NULL,NULL,NULL
Parking Authority of River Cty,3/15/2014,NULL,NULL,NULL,0,56206.25,NULL,NULL,NULL,NULL,NULL,NULL
Public Health & Wellness,3/15/2014,NULL,NULL,NULL,0,429074.04,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/15/2014,NO,YES,Contusion/Bruise,1,847074.3267,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/15/2014,NO,NO,Contusion/Bruise,1,847074.3267,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/15/2014,YES,YES,Eye Injury,1,847074.3267,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/15/2014,YES,YES,Strain (muscle/tendon),1,847074.3267,NULL,NULL,NULL,NULL,NULL,NULL
Waterfront Development Corp,3/15/2014,NULL,NULL,NULL,0,32131.75,NULL,NULL,NULL,NULL,NULL,NULL
Youth Detention Services      ,3/15/2014,NULL,NULL,NULL,0,263072.94,NULL,NULL,NULL,NULL,NULL,NULL
Zoo,3/15/2014,NO,YES,Strain (muscle/tendon),1,336550.21,NULL,NULL,NULL,NULL,NULL,NULL
Belle of Louisville           ,3/1/2014,NULL,NULL,NULL,0,71694.14,NULL,NULL,NULL,NULL,NULL,NULL
Codes & Regulations,3/1/2014,NO,YES,Strain (muscle/tendon),2,230982.85,NULL,NULL,NULL,NULL,NULL,NULL
Commonwealth Attorney         ,3/1/2014,NULL,NULL,NULL,0,35310,NULL,NULL,NULL,NULL,NULL,NULL
Community Services,3/1/2014,NULL,NULL,NULL,0,335130.6,NULL,NULL,NULL,NULL,NULL,NULL
Coroner                       ,3/1/2014,NULL,NULL,NULL,0,39039,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/1/2014,NO,NO,Crushing,1,991322.95,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/1/2014,YES,YES,Strain (muscle/tendon),1,991322.95,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,3/1/2014,NO,YES,Strain (muscle/tendon),2,991322.95,NULL,NULL,NULL,NULL,NULL,NULL
County Attorney               ,3/1/2014,NULL,NULL,NULL,0,179987.5,NULL,NULL,NULL,NULL,NULL,NULL
Dept of Information Technology,3/1/2014,NULL,NULL,NULL,0,103653.2,NULL,NULL,NULL,NULL,NULL,NULL
Develop Louisville,3/1/2014,NULL,NULL,NULL,0,291790.0034,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation ,3/1/2014,NULL,NULL,NULL,0,112363,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation-APCD,3/1/2014,NULL,NULL,NULL,0,150866.13,NULL,NULL,NULL,NULL,NULL,NULL
Emergency Mgt Agency/MetroSafe,3/1/2014,NULL,NULL,NULL,0,416587,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,3/1/2014,NULL,NULL,NULL,0,1190898.4,NULL,NULL,NULL,NULL,NULL,NULL
Fleet & Facilities,3/1/2014,NULL,NULL,NULL,0,416663.75,NULL,NULL,NULL,NULL,NULL,NULL
Human Relations Commission    ,3/1/2014,NULL,NULL,NULL,0,39720.2,NULL,NULL,NULL,NULL,NULL,NULL
Human Resources,3/1/2014,NULL,NULL,NULL,0,84039,NULL,NULL,NULL,NULL,NULL,NULL
Internal Auditor              ,3/1/2014,NULL,NULL,NULL,0,9503.2,NULL,NULL,NULL,NULL,NULL,NULL
Kentuckiana Works Foundation,3/1/2014,NULL,NULL,NULL,0,29243.3,NULL,NULL,NULL,NULL,NULL,NULL
Library,3/1/2014,YES,YES,Strain (muscle/tendon),1,460055.11,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro Council      ,3/1/2014,NULL,NULL,NULL,0,168003.9,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,3/1/2014,YES,YES,Strain (muscle/tendon),1,574168.92,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,3/1/2014,NO,YES,Tear of muscle/tendon/ligament,1,574168.92,NULL,NULL,NULL,NULL,NULL,NULL
Mayor's Office                ,3/1/2014,NULL,NULL,NULL,0,48980.2,NULL,NULL,NULL,NULL,NULL,NULL
Metro Animal Services         ,3/1/2014,NULL,NULL,NULL,0,86798.6,NULL,NULL,NULL,NULL,NULL,NULL
Metro Criminal Justice Comm   ,3/1/2014,NULL,NULL,NULL,0,6064.8,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,3/1/2014,YES,YES,"Concussion-Brain, cerebral",1,608875.3,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,3/1/2014,YES,YES,Tear of muscle/tendon/ligament,1,608875.3,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/1/2014,NO,NO,Animal Bite,1,2906781.77,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/1/2014,YES,YES,Bloodborne Pathogen Exposure,1,2906781.77,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/1/2014,YES,YES,Contusion/Bruise,1,2906781.77,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/1/2014,YES,YES,Sprain  (ligament),1,2906781.77,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,3/1/2014,YES,YES,Strain (muscle/tendon),1,2906781.77,NULL,NULL,NULL,NULL,NULL,NULL
Office of Performance Improvmt,3/1/2014,NULL,NULL,NULL,0,19471,NULL,NULL,NULL,NULL,NULL,NULL
OMB ,3/1/2014,NULL,NULL,NULL,0,390558.6867,NULL,NULL,NULL,NULL,NULL,NULL
Other Officials               ,3/1/2014,NULL,NULL,NULL,0,19500,NULL,NULL,NULL,NULL,NULL,NULL
Parking Authority of River Cty,3/1/2014,NO,YES,Strain (muscle/tendon),1,56779.65,NULL,NULL,NULL,NULL,NULL,NULL
Public Health & Wellness,3/1/2014,NULL,NULL,NULL,0,430723.9,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,3/1/2014,NO,YES,Sprain  (ligament),1,844668.2533,NULL,NULL,NULL,NULL,NULL,NULL
Waterfront Development Corp,3/1/2014,NULL,NULL,NULL,0,32137.5,NULL,NULL,NULL,NULL,NULL,NULL
Youth Detention Services      ,3/1/2014,YES,YES,Strain (muscle/tendon),1,262652.39,NULL,NULL,NULL,NULL,NULL,NULL
Zoo,3/1/2014,NULL,NULL,NULL,0,337558.31,NULL,NULL,NULL,NULL,NULL,NULL
Belle of Louisville           ,2/15/2014,NULL,NULL,NULL,0,71778.54,NULL,NULL,NULL,NULL,NULL,NULL
Codes & Regulations,2/15/2014,NO,NO,Strain (muscle/tendon),1,231433.58,NULL,NULL,NULL,NULL,NULL,NULL
Commonwealth Attorney         ,2/15/2014,NULL,NULL,NULL,0,35235,NULL,NULL,NULL,NULL,NULL,NULL
Community Services,2/15/2014,NO,NO,NULL,1,337610.9,NULL,NULL,NULL,NULL,NULL,NULL
Coroner                       ,2/15/2014,NULL,NULL,NULL,0,39069.25,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,2/15/2014,NO,YES,Fracture,1,991412.8,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,2/15/2014,YES,YES,Strain (muscle/tendon),1,991412.8,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,2/15/2014,NO,YES,Strain (muscle/tendon),1,991412.8,NULL,NULL,NULL,NULL,NULL,NULL
County Attorney               ,2/15/2014,NULL,NULL,NULL,0,180015.5,NULL,NULL,NULL,NULL,NULL,NULL
Dept of Information Technology,2/15/2014,NULL,NULL,NULL,0,103713.8,NULL,NULL,NULL,NULL,NULL,NULL
Develop Louisville,2/15/2014,NULL,NULL,NULL,0,290713.0534,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation ,2/15/2014,NULL,NULL,NULL,0,112408.7,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation-APCD,2/15/2014,NULL,NULL,NULL,0,150839.23,NULL,NULL,NULL,NULL,NULL,NULL
Emergency Mgt Agency/MetroSafe,2/15/2014,NULL,NULL,NULL,0,416053.12,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,2/15/2014,YES,YES,Cut or Laceration,1,1187969.15,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,2/15/2014,YES,YES,Strain (muscle/tendon),1,1187969.15,NULL,NULL,NULL,NULL,NULL,NULL
Fleet & Facilities,2/15/2014,NULL,NULL,NULL,0,415891.94,NULL,NULL,NULL,NULL,NULL,NULL
Human Relations Commission    ,2/15/2014,NULL,NULL,NULL,0,39721.5,NULL,NULL,NULL,NULL,NULL,NULL
Human Resources,2/15/2014,NULL,NULL,NULL,0,83631.3,NULL,NULL,NULL,NULL,NULL,NULL
Internal Auditor              ,2/15/2014,NULL,NULL,NULL,0,9641.2,NULL,NULL,NULL,NULL,NULL,NULL
Kentuckiana Works Foundation,2/15/2014,NULL,NULL,NULL,0,29134.8,NULL,NULL,NULL,NULL,NULL,NULL
Library,2/15/2014,NULL,NULL,NULL,0,461918.91,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro Council      ,2/15/2014,NULL,NULL,NULL,0,168337.2,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,2/15/2014,NO,YES,Contusion/Bruise,1,574207.02,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,2/15/2014,YES,YES,Contusion/Bruise,1,574207.02,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,2/15/2014,YES,YES,Strain (muscle/tendon),5,574207.02,NULL,NULL,NULL,NULL,NULL,NULL
Mayor's Office                ,2/15/2014,NULL,NULL,NULL,0,48861,NULL,NULL,NULL,NULL,NULL,NULL
Metro Animal Services         ,2/15/2014,NO,NO,Fracture,1,86860.37,NULL,NULL,NULL,NULL,NULL,NULL
Metro Criminal Justice Comm   ,2/15/2014,NULL,NULL,NULL,0,5983.5,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,2/15/2014,NO,YES,Strain (muscle/tendon),1,609356.4,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,NO,NO,Bloodborne Pathogen Exposure,1,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,YES,YES,"Concussion-Brain, cerebral",2,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,YES,YES,Contusion/Bruise,1,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,NO,NO,Contusion/Bruise,1,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,YES,YES,Crushing,1,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,YES,YES,Fracture,1,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,NO,NO,Multiple injuries,2,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/15/2014,NO,NO,"Scratches, abrasions-superficial",1,2905537.02,NULL,NULL,NULL,NULL,NULL,NULL
Office of Performance Improvmt,2/15/2014,NULL,NULL,NULL,0,19223.5,NULL,NULL,NULL,NULL,NULL,NULL
OMB ,2/15/2014,YES,YES,Strain (muscle/tendon),1,390559.6667,NULL,NULL,NULL,NULL,NULL,NULL
Other Officials               ,2/15/2014,NULL,NULL,NULL,0,19500,NULL,NULL,NULL,NULL,NULL,NULL
Parking Authority of River Cty,2/15/2014,NULL,NULL,NULL,0,57313.05,NULL,NULL,NULL,NULL,NULL,NULL
Public Health & Wellness,2/15/2014,NULL,NULL,NULL,0,431758.76,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,2/15/2014,YES,YES,Contusion/Bruise,1,844420.8833,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,2/15/2014,NO,YES,Multiple injuries,1,844420.8833,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,2/15/2014,NO,YES,Sprain  (ligament),3,844420.8833,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,2/15/2014,NO,YES,Strain (muscle/tendon),1,844420.8833,NULL,NULL,NULL,NULL,NULL,NULL
Waterfront Development Corp,2/15/2014,NULL,NULL,NULL,0,32157.5,NULL,NULL,NULL,NULL,NULL,NULL
Youth Detention Services      ,2/15/2014,NULL,NULL,NULL,0,262436.64,NULL,NULL,NULL,NULL,NULL,NULL
Zoo,2/15/2014,YES,YES,Contusion/Bruise,1,337412.91,NULL,NULL,NULL,NULL,NULL,NULL
Belle of Louisville           ,2/1/2014,NULL,NULL,NULL,0,71976.54,NULL,NULL,NULL,NULL,NULL,NULL
Codes & Regulations,2/1/2014,NO,NO,Multiple injuries,1,232035.43,NULL,NULL,NULL,NULL,NULL,NULL
Commonwealth Attorney         ,2/1/2014,NULL,NULL,NULL,0,35160,NULL,NULL,NULL,NULL,NULL,NULL
Community Services,2/1/2014,YES,YES,Tear of muscle/tendon/ligament,1,341613.25,NULL,NULL,NULL,NULL,NULL,NULL
Coroner                       ,2/1/2014,NULL,NULL,NULL,0,39033,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,2/1/2014,NO,YES,Contusion/Bruise,1,991820.15,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,2/1/2014,YES,YES,Exposure to Substance,1,991820.15,NULL,NULL,NULL,NULL,NULL,NULL
Corrections                   ,2/1/2014,YES,YES,Strain (muscle/tendon),1,991820.15,NULL,NULL,NULL,NULL,NULL,NULL
County Attorney               ,2/1/2014,NULL,NULL,NULL,0,179931.83,NULL,NULL,NULL,NULL,NULL,NULL
Dept of Information Technology,2/1/2014,NULL,NULL,NULL,0,103980.4,NULL,NULL,NULL,NULL,NULL,NULL
Develop Louisville,2/1/2014,NULL,NULL,NULL,0,289834.1534,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation ,2/1/2014,NULL,NULL,NULL,0,112832.5,NULL,NULL,NULL,NULL,NULL,NULL
Econ Growth & Innovation-APCD,2/1/2014,NULL,NULL,NULL,0,151086.83,NULL,NULL,NULL,NULL,NULL,NULL
Emergency Mgt Agency/MetroSafe,2/1/2014,NULL,NULL,NULL,0,415912.52,NULL,NULL,NULL,NULL,NULL,NULL
Fire & Rescue                 ,2/1/2014,NULL,NULL,NULL,0,1185257.1,NULL,NULL,NULL,NULL,NULL,NULL
Fleet & Facilities,2/1/2014,YES,YES,Strain (muscle/tendon),1,414980.58,NULL,NULL,NULL,NULL,NULL,NULL
Human Relations Commission    ,2/1/2014,NULL,NULL,NULL,0,39709,NULL,NULL,NULL,NULL,NULL,NULL
Human Resources,2/1/2014,NULL,NULL,NULL,0,83403.7,NULL,NULL,NULL,NULL,NULL,NULL
Internal Auditor              ,2/1/2014,NULL,NULL,NULL,0,9803.4,NULL,NULL,NULL,NULL,NULL,NULL
Kentuckiana Works Foundation,2/1/2014,NULL,NULL,NULL,0,28976.6,NULL,NULL,NULL,NULL,NULL,NULL
Library,2/1/2014,NULL,NULL,NULL,0,464309.46,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro Council      ,2/1/2014,NULL,NULL,NULL,0,168935.05,NULL,NULL,NULL,NULL,NULL,NULL
Louisville Metro EMS,2/1/2014,YES,YES,Strain (muscle/tendon),6,574545.32,NULL,NULL,NULL,NULL,NULL,NULL
Mayor's Office                ,2/1/2014,NULL,NULL,NULL,0,48723.8,NULL,NULL,NULL,NULL,NULL,NULL
Metro Animal Services         ,2/1/2014,NO,YES,Strain (muscle/tendon),1,86875.71,NULL,NULL,NULL,NULL,NULL,NULL
Metro Criminal Justice Comm   ,2/1/2014,NULL,NULL,NULL,0,5923.9,NULL,NULL,NULL,NULL,NULL,NULL
Metro Parks & Recreation,2/1/2014,YES,YES,Fracture,1,610410.05,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/1/2014,NO,NO,Bloodborne Pathogen Exposure,1,2909617.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/1/2014,YES,YES,Contusion/Bruise,2,2909617.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/1/2014,NO,NO,Cut or Laceration,1,2909617.02,NULL,NULL,NULL,NULL,NULL,NULL
Metro Police,2/1/2014,YES,YES,Strain (muscle/tendon),1,2909617.02,NULL,NULL,NULL,NULL,NULL,NULL
Office of Performance Improvmt,2/1/2014,NULL,NULL,NULL,0,19064.7,NULL,NULL,NULL,NULL,NULL,NULL
OMB ,2/1/2014,NULL,NULL,NULL,0,391261.7667,NULL,NULL,NULL,NULL,NULL,NULL
Other Officials               ,2/1/2014,NULL,NULL,NULL,0,19500,NULL,NULL,NULL,NULL,NULL,NULL
Parking Authority of River Cty,2/1/2014,NULL,NULL,NULL,0,57026.95,NULL,NULL,NULL,NULL,NULL,NULL
Public Health & Wellness,2/1/2014,YES,YES,"Concussion-Brain, cerebral",1,434004.13,NULL,NULL,NULL,NULL,NULL,NULL
Public Health & Wellness,2/1/2014,NO,NO,Multiple injuries,1,434004.13,NULL,NULL,NULL,NULL,NULL,NULL
PW&A ,2/1/2014,NO,YES,Strain (muscle/tendon),3,842094.75,NULL,NULL,NULL,NULL,NULL,NULL
Waterfront Development Corp,2/1/2014,NULL,NULL,NULL,0,32241,NULL,NULL,NULL,NULL,NULL,NULL
Youth Detention Services      ,2/1/2014,NULL,NULL,NULL,0,262637.79,NULL,NULL,NULL,NULL,NULL,NULL
Zoo,2/1/2014,NULL,NULL,NULL,0,337318.16,NULL,NULL,NULL,NULL,NULL,NULL
Belle of Louisville           ,1/18/2014,NULL,NULL,NULL,0,72131.54,NULL,NULL,NULL,NULL,NULL,NULL
